userid,itemid,timestamp,timeslot,timesegment,num_of_week
135,92,1351079999,59,2,30
135,120,1351083272,60,2,30
135,264,1351105873,67,3,30
135,161,1351165675,83,2,30
135,92,1351165693,83,2,30
135,157,1351169521,84,2,30
135,26,1351176115,86,2,30
135,264,1351192362,91,3,30
135,264,1351255686,108,2,30
135,120,1351295216,119,3,30
135,120,1351319051,126,5,30
135,264,1351319144,126,5,30
135,9,1351365768,139,7,30
135,157,1351371280,140,7,30
135,81,1351371297,140,7,30
135,120,1351391957,146,4,30
135,264,1351412044,152,5,30
135,161,1351768849,83,2,31
135,92,1351768868,83,2,31
135,4,1352146830,20,3,32
135,264,1352150387,21,3,32
135,120,1352150402,21,3,32
135,81,1352220530,40,3,32
135,44,1352249421,48,0,32
135,161,1352465926,108,2,32
135,92,1352465937,108,2,32
135,120,1352503507,119,3,32
135,161,1352811411,36,2,33
135,92,1352811421,36,2,33
135,264,1353055584,104,1,33
135,4,1353163032,134,6,33
135,120,1353171065,136,7,33
135,120,1353450840,46,3,34
135,56,1354148324,72,0,35
135,59,1354150254,72,0,35
135,4,1354155359,74,0,35
135,56,1354159905,75,0,35
135,4,1354380530,136,7,35
135,161,1354539249,12,2,35
135,264,1354543241,14,2,35
135,205,1354553027,16,3,36
135,98,1354553066,16,3,36
135,98,1354566262,20,3,36
135,56,1354567760,20,3,36
135,59,1354567783,20,3,36
135,120,1354582408,24,0,36
135,9,1354628802,37,2,36
135,103,1354628831,37,2,36
135,120,1354760084,74,0,36
135,90,1354771172,77,0,36
135,120,1354840666,96,0,36
135,9,1355161407,17,3,37
135,53,1355276988,49,0,37
136,50,1333488395,45,3,1
136,2,1334364749,120,4,2
136,50,1334708994,48,0,3
136,50,1334785188,69,3,3
136,2,1334787369,70,3,3
136,50,1334871010,93,3,3
136,28,1335032125,138,7,3
136,50,1335223839,23,3,4
136,2,1335383170,67,3,4
136,2,1335383170,67,3,4
136,145,1335396377,71,3,4
136,50,1335902733,44,3,5
136,50,1336078775,92,3,5
136,2,1336186893,123,4,5
136,2,1336254897,141,7,5
136,2,1336847682,138,7,6
136,2,1336885236,149,4,6
136,2,1337124754,47,3,7
136,50,1337201414,68,3,7
136,2,1337203276,69,3,7
136,50,1337293715,94,3,7
136,2,1337388146,120,4,7
136,2,1337454523,139,7,7
136,2,1337647132,24,0,8
136,2,1337807696,69,3,8
136,26,1337981895,117,3,8
136,2,1338004815,124,4,8
136,2,1338329371,46,3,9
136,2,1338682329,144,4,9
136,50,1338741046,160,7,9
136,2,1338762955,166,7,9
136,2,1338985093,60,2,10
136,2,1339023918,71,3,10
136,2,1339102392,92,3,10
136,2,1339183786,115,3,10
136,2,1339238978,130,5,10
136,1,1339264486,137,7,10
136,2,1339340766,159,7,10
136,2,1339621647,69,3,11
136,24,1339895845,145,4,11
136,2,1339913823,150,5,11
136,26,1339949463,160,7,11
136,50,1339959590,162,7,11
136,2,1339961040,163,7,11
136,2,1339973401,166,7,11
137,82,1333488549,45,3,1
137,44,1333501317,49,0,1
137,45,1333544621,61,2,1
137,16,1334023003,25,0,2
137,44,1334110579,50,0,2
137,66,1334192209,72,0,2
137,45,1334235589,84,2,2
137,44,1334284050,98,0,2
137,5,1334687258,42,3,3
137,9,1334865961,92,3,3
137,150,1334975442,122,4,3
137,82,1335382861,67,3,4
137,82,1335563157,117,3,4
137,45,1336669172,88,3,6
137,45,1336755435,112,3,6
137,82,1337031911,21,3,7
137,45,1337100659,40,3,7
137,5,1337111228,43,3,7
137,44,1337134417,50,0,7
137,45,1337187212,64,3,7
137,45,1337273792,88,3,7
137,82,1337375279,117,3,7
137,45,1337619937,17,3,8
137,44,1337655517,26,0,8
137,45,1337965222,113,3,8
137,5,1338248184,23,3,9
137,82,1338312879,41,3,9
137,44,1338864846,26,0,10
137,82,1339188983,116,3,10
137,82,1339615921,67,3,11
137,232,1339632507,72,0,11
137,44,1340239648,72,0,12
137,45,1341251911,17,3,14
137,45,1341337703,41,3,14
137,82,1341353411,46,3,14
137,36,1341438038,69,3,14
137,45,1341510802,89,3,14
137,45,1341597296,113,3,14
137,203,1341629733,122,4,14
137,59,1341686613,138,7,14
137,45,1341856336,17,3,15
137,9,1341956955,45,3,15
137,9,1341958320,46,3,15
137,82,1341963949,47,3,15
137,44,1341971394,49,0,15
137,45,1342029211,65,3,15
137,82,1342040107,68,3,15
137,44,1342059782,74,0,15
137,45,1342115651,89,3,15
137,45,1342201725,113,3,15
137,63,1342218694,118,3,15
137,5,1342465835,19,3,16
137,193,1342468496,19,3,16
137,9,1342471029,20,3,16
137,66,1342656110,72,0,16
137,9,1342911982,143,7,16
137,5,1343163312,44,3,17
137,63,1343521003,144,4,17
137,82,1343665004,16,3,18
137,203,1344221054,2,0,18
137,45,1344620581,113,3,19
137,42,1344644833,120,4,19
137,45,1344880431,17,3,20
137,45,1344966329,41,3,20
137,203,1345419970,167,7,20
137,45,1349286380,65,3,27
137,45,1349977635,89,3,28
137,45,1350063913,113,3,28
137,45,1350583749,90,3,29
137,82,1351029419,45,3,30
137,9,1351044127,50,0,30
137,9,1351275229,114,3,30
137,5,1351278726,115,3,30
137,139,1351375966,142,7,30
137,16,1351397897,148,4,30
137,45,1352141333,18,3,32
137,82,1352154576,22,3,32
137,44,1352173712,27,0,32
137,45,1352227129,42,3,32
137,44,1352251941,49,0,32
137,45,1352486199,114,3,32
137,139,1352680573,0,0,32
137,45,1352745548,18,3,33
137,45,1353092254,114,3,33
137,193,1353257950,160,7,33
137,5,1353344366,16,3,34
137,44,1353462238,49,0,34
137,45,1353956125,18,3,35
137,45,1354042411,42,3,35
137,5,1354052465,45,3,35
137,45,1354128041,66,3,35
137,109,1354405303,143,7,35
137,45,1354646571,42,3,36
137,44,1354670960,49,0,36
137,45,1354819417,90,3,36
137,45,1354905835,114,3,36
137,45,1355251598,42,3,37
137,82,1355331556,64,3,37
137,45,1355424161,90,3,37
137,45,1355770057,18,3,38
137,45,1355856838,42,3,38
137,44,1355880132,49,0,38
137,44,1355888130,51,0,38
137,152,1355952792,69,3,38
137,239,1356127495,118,3,38
137,231,1356225342,145,4,38
137,5,1356725376,116,3,39
137,193,1356909310,167,7,39
137,5,1357089663,49,0,40
137,82,1357253663,94,3,40
137,44,1357412642,139,7,40
137,45,1357584585,18,3,41
137,44,1357616121,27,0,41
137,45,1357670788,42,3,41
137,44,1357877078,100,0,41
137,40,1358421405,83,2,42
137,5,1359063301,93,3,43
137,44,1359250822,145,4,43
137,225,1359317467,164,7,43
138,52,1333488710,45,3,1
138,52,1333531800,57,1,1
138,52,1333620392,82,1,1
138,52,1334097641,46,3,2
138,52,1334136615,57,1,2
138,52,1334238895,85,2,2
138,52,1334313208,106,1,2
138,52,1334572589,10,1,2
138,52,1334667566,36,2,3
138,115,1334758615,62,2,3
138,52,1334840696,85,2,3
138,52,1335177216,10,1,3
138,52,1335261508,33,1,4
138,4,1335281231,39,3,4
138,52,1335530156,108,2,4
138,52,1335957991,59,2,5
138,52,1336048097,84,2,5
138,52,1336135799,108,2,5
138,52,1336219612,132,6,5
138,52,1336397579,13,2,5
138,52,1336508892,44,3,6
138,52,1336730487,106,1,6
138,52,1336824228,132,6,6
138,52,1337006021,14,2,6
138,52,1337086521,36,2,7
138,52,1337198599,68,3,7
138,52,1337257091,84,2,7
138,52,1337349958,110,2,7
138,52,1337436244,134,6,7
138,52,1337592607,9,1,7
138,52,1337697752,38,2,8
138,52,1337938357,105,1,8
138,52,1338285849,34,1,9
138,52,1338805901,10,1,9
138,52,1338890632,34,1,10
138,52,1339066640,82,1,10
138,52,1339583619,58,1,11
138,52,1339668147,82,1,11
138,52,1340015934,10,1,11
138,52,1340273629,82,1,12
138,52,1340616835,9,1,12
138,52,1340800376,60,2,13
138,52,1341221473,9,1,13
138,52,1341320281,36,2,14
138,52,1341403291,60,2,14
138,52,1341490376,84,2,14
138,4,1341510282,89,3,14
138,52,1341567362,105,1,14
138,52,1341998961,57,1,15
138,52,1342636005,66,3,16
138,52,1343640708,9,1,17
138,52,1344245506,9,1,18
138,52,1344507124,82,1,19
138,52,1345298736,134,6,20
138,52,1345454925,9,1,20
138,52,1346837713,57,1,23
138,52,1347531175,82,1,24
138,52,1349692816,10,1,27
138,52,1350034656,105,1,28
138,52,1350466343,57,1,29
138,52,1350943588,22,3,30
138,52,1350986645,34,1,30
138,52,1351247189,106,1,30
138,52,1351268788,112,3,30
138,52,1352111887,10,1,31
138,52,1352221579,41,3,32
138,52,1352284415,58,1,32
138,52,1352457104,106,1,32
138,52,1353157566,133,6,33
138,52,1353501239,60,2,34
138,52,1353929570,11,2,34
138,52,1354374742,135,7,35
138,52,1354530871,10,1,35
138,52,1354617237,34,1,36
138,52,1354703805,58,1,36
138,52,1354789877,82,1,36
138,52,1354876947,106,1,36
138,52,1354971630,133,6,36
138,52,1355740255,10,1,37
138,52,1357125789,59,2,40
138,52,1357210967,83,2,40
138,52,1357336471,117,3,40
138,52,1357558390,11,2,40
138,52,1357753581,65,3,41
138,52,1357903984,107,2,41
138,52,1358200174,21,3,42
138,52,1358332742,58,1,42
138,52,1358850756,34,1,43
138,52,1359023483,82,1,43
138,52,1359113070,107,2,43
138,52,1359368793,10,1,43
138,52,1359455714,34,1,44
138,52,1359542326,58,1,44
138,52,1359714884,106,1,44
139,17,1333488736,45,3,1
139,24,1333489372,45,3,1
139,87,1333489409,45,3,1
139,19,1333491297,46,3,1
139,17,1333495830,47,3,1
139,1,1333496716,47,3,1
139,17,1333497016,47,3,1
139,17,1333497119,47,3,1
139,17,1333498040,48,0,1
139,77,1333506385,50,0,1
139,77,1333534469,58,1,1
139,15,1333542666,60,2,1
139,17,1333542678,60,2,1
139,19,1333543082,60,2,1
139,98,1333543672,60,2,1
139,21,1333544270,60,2,1
139,13,1333548193,62,2,1
139,30,1333563764,66,3,1
139,17,1333563776,66,3,1
139,17,1333565055,66,3,1
139,62,1333565174,66,3,1
139,77,1333717096,108,2,1
139,39,1333717124,108,2,1
139,77,1333921278,165,7,1
139,125,1333921307,165,7,1
139,77,1333921432,165,7,1
139,77,1333973408,12,2,1
139,17,1333973426,12,2,1
139,17,1333975247,12,2,1
139,17,1333975263,12,2,1
139,17,1333975295,12,2,1
139,17,1333975327,12,2,1
139,48,1333976018,12,2,1
139,59,1333976037,12,2,1
139,17,1333976061,12,2,1
139,17,1333987060,15,3,1
139,17,1333989746,16,3,2
139,17,1333989769,16,3,2
139,17,1333989800,16,3,2
139,4,1333993550,17,3,2
139,7,1333993568,17,3,2
139,7,1333994117,17,3,2
139,5,1333995962,18,3,2
139,112,1333995988,18,3,2
139,17,1334015488,23,3,2
139,17,1334015538,23,3,2
139,17,1334015568,23,3,2
139,17,1334015579,23,3,2
139,48,1334015612,23,3,2
139,17,1334015725,23,3,2
139,39,1334022025,25,0,2
139,77,1334022076,25,0,2
139,17,1334097155,46,3,2
139,39,1334097169,46,3,2
139,48,1334107922,49,0,2
139,77,1334113592,51,0,2
139,239,1334161087,64,3,2
139,13,1334163684,65,3,2
139,48,1334166601,65,3,2
139,77,1334227064,82,1,2
139,17,1334250712,89,3,2
139,17,1334250725,89,3,2
139,17,1334250758,89,3,2
139,17,1334252223,89,3,2
139,17,1334252236,89,3,2
139,17,1334253491,89,3,2
139,17,1334253519,89,3,2
139,17,1334253531,89,3,2
139,39,1334253605,90,3,2
139,48,1334253617,90,3,2
139,17,1334266660,93,3,2
139,19,1334266689,93,3,2
139,165,1334268251,94,3,2
139,227,1334268276,94,3,2
139,226,1334273897,95,3,2
139,77,1334275608,96,0,2
139,77,1334318324,107,2,2
139,39,1334336882,113,3,2
139,77,1334336916,113,3,2
139,48,1334353776,117,3,2
139,17,1334353794,117,3,2
139,17,1334353809,117,3,2
139,17,1334353830,117,3,2
139,1,1334354156,117,3,2
139,17,1334354168,117,3,2
139,17,1334354984,118,3,2
139,17,1334357841,118,3,2
139,17,1334359747,119,3,2
139,48,1334361385,119,3,2
139,17,1334364571,120,4,2
139,39,1334418664,135,7,2
139,77,1334418985,135,7,2
139,39,1334429446,138,7,2
139,103,1334429481,138,7,2
139,77,1334507275,160,7,2
139,17,1334507292,160,7,2
139,77,1334574243,11,2,2
139,20,1334593742,16,3,3
139,17,1334595903,17,3,3
139,17,1334598494,17,3,3
139,17,1334598526,17,3,3
139,17,1334598625,17,3,3
139,59,1334598700,17,3,3
139,17,1334598886,17,3,3
139,17,1334598943,17,3,3
139,17,1334599402,18,3,3
139,17,1334599423,18,3,3
139,17,1334599527,18,3,3
139,229,1334599886,18,3,3
139,153,1334599899,18,3,3
139,153,1334600621,18,3,3
139,153,1334600644,18,3,3
139,153,1334600677,18,3,3
139,62,1334604490,19,3,3
139,17,1334605277,19,3,3
139,17,1334605319,19,3,3
139,17,1334605333,19,3,3
139,280,1334605462,19,3,3
139,17,1334605564,19,3,3
139,17,1334605572,19,3,3
139,77,1334664793,36,2,3
139,17,1334664980,36,2,3
139,59,1334666326,36,2,3
139,17,1334666339,36,2,3
139,17,1334676170,39,3,3
139,19,1334688963,42,3,3
139,17,1334688986,42,3,3
139,17,1334713062,49,0,3
139,17,1334713169,49,0,3
139,48,1334759612,62,2,3
139,17,1334759655,62,2,3
139,17,1334759667,62,2,3
139,17,1334759689,62,2,3
139,21,1334763652,63,3,3
139,15,1334764080,63,3,3
139,17,1334764092,63,3,3
139,17,1334805464,75,0,3
139,17,1334805475,75,0,3
139,48,1334805522,75,0,3
139,39,1334805538,75,0,3
139,77,1334834913,83,2,3
139,17,1334861253,90,3,3
139,17,1334861268,90,3,3
139,62,1334861314,90,3,3
139,48,1334880672,96,0,3
139,39,1334880691,96,0,3
139,77,1334880712,96,0,3
139,77,1334923410,108,2,3
139,17,1334923454,108,2,3
139,17,1334923471,108,2,3
139,17,1334923531,108,2,3
139,17,1334923655,108,2,3
139,17,1334925664,108,2,3
139,48,1334925680,108,2,3
139,17,1334925694,108,2,3
139,48,1334926833,109,2,3
139,59,1334928697,109,2,3
139,17,1334928712,109,2,3
139,17,1334930592,110,2,3
139,17,1334930603,110,2,3
139,13,1334930619,110,2,3
139,17,1334936438,111,3,3
139,17,1334936457,111,3,3
139,17,1334937319,111,3,3
139,19,1334937477,111,3,3
139,87,1334937488,111,3,3
139,19,1334940005,112,3,3
139,17,1334940612,112,3,3
139,17,1334946617,114,3,3
139,17,1334946662,114,3,3
139,17,1334946672,114,3,3
139,77,1334978396,123,4,3
139,77,1335018606,134,6,3
139,39,1335060620,146,4,3
139,36,1335129351,165,7,3
139,77,1335182683,12,2,3
139,48,1335182755,12,2,3
139,17,1335184881,12,2,3
139,17,1335184891,12,2,3
139,17,1335184933,12,2,3
139,48,1335184943,12,2,3
139,17,1335184967,12,2,3
139,17,1335188013,13,2,3
139,17,1335188026,13,2,3
139,13,1335188065,13,2,3
139,17,1335201385,17,3,4
139,59,1335202442,17,3,4
139,17,1335202467,17,3,4
139,17,1335202654,17,3,4
139,17,1335202753,17,3,4
139,17,1335203498,17,3,4
139,17,1335203519,17,3,4
139,17,1335203553,17,3,4
139,17,1335203633,17,3,4
139,17,1335203650,17,3,4
139,153,1335203674,17,3,4
139,62,1335209832,19,3,4
139,153,1335210813,19,3,4
139,153,1335210844,19,3,4
139,17,1335211853,20,3,4
139,17,1335211872,20,3,4
139,17,1335214801,21,3,4
139,17,1335227027,24,0,4
139,48,1335227045,24,0,4
139,77,1335302121,45,3,4
139,17,1335302159,45,3,4
139,17,1335302176,45,3,4
139,1,1335302478,45,3,4
139,17,1335302493,45,3,4
139,17,1335309914,47,3,4
139,17,1335310064,47,3,4
139,59,1335310103,47,3,4
139,17,1335311154,47,3,4
139,77,1335355502,60,2,4
139,17,1335355528,60,2,4
139,17,1335357915,60,2,4
139,17,1335357934,60,2,4
139,17,1335359916,61,2,4
139,48,1335359941,61,2,4
139,59,1335359954,61,2,4
139,17,1335359971,61,2,4
139,17,1335360003,61,2,4
139,17,1335360939,61,2,4
139,17,1335363367,62,2,4
139,17,1335364335,62,2,4
139,17,1335364408,62,2,4
139,59,1335364419,62,2,4
139,17,1335364510,62,2,4
139,17,1335364621,62,2,4
139,17,1335365185,62,2,4
139,153,1335365375,62,2,4
139,153,1335365385,62,2,4
139,17,1335389568,69,3,4
139,17,1335391967,70,3,4
139,77,1335441757,84,2,4
139,48,1335443951,84,2,4
139,17,1335449856,86,2,4
139,13,1335449871,86,2,4
139,17,1335449889,86,2,4
139,59,1335450690,86,2,4
139,48,1335450739,86,2,4
139,17,1335450751,86,2,4
139,59,1335451107,86,2,4
139,17,1335451124,86,2,4
139,17,1335451209,86,2,4
139,17,1335452082,86,2,4
139,153,1335452097,86,2,4
139,153,1335452113,86,2,4
139,62,1335452136,86,2,4
139,17,1335537091,110,2,4
139,17,1335537104,110,2,4
139,17,1335537163,110,2,4
139,17,1335537586,110,2,4
139,17,1335537957,110,2,4
139,153,1335538238,110,2,4
139,62,1335561161,117,3,4
139,17,1335561179,117,3,4
139,153,1335561210,117,3,4
139,153,1335561252,117,3,4
139,153,1335561276,117,3,4
139,17,1335561597,117,3,4
139,153,1335561894,117,3,4
139,17,1335574301,120,4,4
139,17,1335574346,120,4,4
139,17,1335574502,120,4,4
139,17,1335574517,120,4,4
139,48,1335574558,120,4,4
139,39,1335574579,120,4,4
139,77,1335574628,120,4,4
139,24,1335623920,134,6,4
139,77,1335624028,134,6,4
139,17,1335624058,134,6,4
139,17,1335625602,135,7,4
139,17,1335625613,135,7,4
139,48,1335625627,135,7,4
139,59,1335625641,135,7,4
139,17,1335625651,135,7,4
139,17,1335627163,135,7,4
139,17,1335627200,135,7,4
139,17,1335627212,135,7,4
139,17,1335627362,135,7,4
139,17,1335627625,135,7,4
139,17,1335627710,135,7,4
139,48,1335627840,135,7,4
139,17,1335628179,135,7,4
139,17,1335651275,142,7,4
139,153,1335651311,142,7,4
139,38,1335651328,142,7,4
139,17,1335651833,142,7,4
139,1,1335653728,142,7,4
139,48,1335653735,142,7,4
139,17,1335654064,143,7,4
139,17,1335714221,159,7,4
139,24,1335717028,160,7,4
139,13,1335717270,160,7,4
139,77,1335890095,40,3,5
139,39,1335890110,40,3,5
139,17,1335890132,40,3,5
139,48,1335891984,41,3,5
139,59,1335892004,41,3,5
139,17,1335892020,41,3,5
139,17,1335893281,41,3,5
139,17,1335893293,41,3,5
139,17,1335893308,41,3,5
139,59,1335893463,41,3,5
139,17,1335893582,41,3,5
139,17,1335893710,41,3,5
139,17,1335893898,41,3,5
139,17,1335926460,50,0,5
139,153,1335926555,50,0,5
139,153,1335926571,50,0,5
139,17,1335927391,50,0,5
139,17,1335927407,50,0,5
139,17,1335929134,51,0,5
139,48,1335930582,51,0,5
139,17,1335930595,51,0,5
139,17,1335930613,51,0,5
139,39,1335934663,52,0,5
139,77,1335934679,52,0,5
139,77,1336043505,83,2,5
139,17,1336058239,87,3,5
139,13,1336058251,87,3,5
139,17,1336058279,87,3,5
139,48,1336104134,100,0,5
139,24,1336104148,100,0,5
139,24,1336134029,108,2,5
139,77,1336135332,108,2,5
139,17,1336135351,108,2,5
139,59,1336135385,108,2,5
139,17,1336135411,108,2,5
139,17,1336142748,110,2,5
139,13,1336142797,110,2,5
139,59,1336148842,112,3,5
139,17,1336149314,112,3,5
139,17,1336150875,113,3,5
139,62,1336150891,113,3,5
139,22,1336152710,113,3,5
139,153,1336152762,113,3,5
139,38,1336154696,114,3,5
139,17,1336157887,114,3,5
139,17,1336165675,117,3,5
139,17,1336165697,117,3,5
139,13,1336165708,117,3,5
139,17,1336165727,117,3,5
139,48,1336181277,121,4,5
139,17,1336181408,121,4,5
139,17,1336181431,121,4,5
139,17,1336217796,131,6,5
139,59,1336217815,131,6,5
139,17,1336217827,131,6,5
139,17,1336217836,131,6,5
139,17,1336217857,131,6,5
139,17,1336218695,131,6,5
139,153,1336227741,134,6,5
139,153,1336227882,134,6,5
139,62,1336247111,139,7,5
139,153,1336247127,139,7,5
139,17,1336247148,139,7,5
139,17,1336247170,139,7,5
139,17,1336249274,140,7,5
139,17,1336249290,140,7,5
139,1,1336250115,140,7,5
139,24,1336250122,140,7,5
139,17,1336250170,140,7,5
139,17,1336262079,143,7,5
139,39,1336262128,143,7,5
139,77,1336329999,162,7,5
139,48,1336332288,163,7,5
139,17,1336332298,163,7,5
139,17,1336332308,163,7,5
139,17,1336333846,163,7,5
139,17,1336333857,163,7,5
139,17,1336334524,164,7,5
139,59,1336334536,164,7,5
139,17,1336334754,164,7,5
139,48,1336335095,164,7,5
139,153,1336335841,164,7,5
139,62,1336335900,164,7,5
139,153,1336336854,164,7,5
139,297,1336336970,164,7,5
139,62,1336337621,164,7,5
139,62,1336353063,1,0,5
139,22,1336353084,1,0,5
139,62,1336360447,3,0,5
139,17,1336360460,3,0,5
139,17,1336361830,3,0,5
139,17,1336362599,3,0,5
139,17,1336408664,16,3,6
139,24,1336408686,16,3,6
139,17,1336410030,17,3,6
139,17,1336412305,17,3,6
139,17,1336414821,18,3,6
139,17,1336417638,19,3,6
139,62,1336421186,20,3,6
139,77,1336495818,40,3,6
139,17,1336495831,40,3,6
139,24,1336495848,40,3,6
139,1,1336495858,40,3,6
139,17,1336495902,40,3,6
139,17,1336497160,41,3,6
139,30,1336497312,41,3,6
139,17,1336504528,43,3,6
139,17,1336504543,43,3,6
139,39,1336526749,49,0,6
139,39,1336570904,61,2,6
139,17,1336570932,61,2,6
139,48,1336570950,61,2,6
139,17,1336570960,61,2,6
139,17,1336570970,61,2,6
139,24,1336571203,61,2,6
139,17,1336571449,61,2,6
139,1,1336571483,61,2,6
139,17,1336571540,61,2,6
139,17,1336574419,62,2,6
139,17,1336574430,62,2,6
139,17,1336574634,62,2,6
139,153,1336575234,62,2,6
139,153,1336575273,62,2,6
139,153,1336684664,93,3,6
139,17,1336684698,93,3,6
139,17,1336684715,93,3,6
139,17,1336684999,93,3,6
139,48,1336685010,93,3,6
139,17,1336685021,93,3,6
139,17,1336687391,94,3,6
139,1,1336687413,94,3,6
139,17,1336687431,94,3,6
139,17,1336687805,94,3,6
139,24,1336687833,94,3,6
139,48,1336687894,94,3,6
139,77,1336737936,108,2,6
139,17,1336737957,108,2,6
139,17,1336737967,108,2,6
139,48,1336740108,108,2,6
139,59,1336740120,108,2,6
139,17,1336740225,108,2,6
139,13,1336760950,114,3,6
139,17,1336761115,114,3,6
139,59,1336761156,114,3,6
139,59,1336761232,114,3,6
139,17,1336762290,114,3,6
139,153,1336762419,114,3,6
139,153,1336762523,114,3,6
139,22,1336778833,119,3,6
139,62,1336788886,122,4,6
139,153,1336788899,122,4,6
139,17,1336802606,126,5,6
139,5,1336802654,126,5,6
139,5,1336802724,126,5,6
139,17,1336802766,126,5,6
139,48,1336802797,126,5,6
139,77,1336802816,126,5,6
139,77,1336823122,131,6,6
139,17,1336823145,131,6,6
139,17,1336823155,131,6,6
139,1,1336823182,131,6,6
139,17,1336823193,131,6,6
139,17,1336823460,131,6,6
139,17,1336823484,131,6,6
139,17,1336824915,132,6,6
139,17,1336824968,132,6,6
139,17,1336824996,132,6,6
139,17,1336825468,132,6,6
139,17,1336825486,132,6,6
139,17,1336826349,132,6,6
139,17,1336826773,132,6,6
139,17,1336850787,139,7,6
139,17,1336853148,140,7,6
139,17,1336856047,140,7,6
139,17,1336856074,140,7,6
139,48,1336856115,140,7,6
139,77,1336856137,140,7,6
139,77,1336916807,157,6,6
139,17,1336916858,157,6,6
139,17,1336916873,157,6,6
139,24,1336916882,157,6,6
139,17,1336916905,157,6,6
139,17,1336919017,158,6,6
139,59,1336919220,158,6,6
139,38,1336943212,165,7,6
139,153,1336943231,165,7,6
139,153,1336943253,165,7,6
139,17,1336945064,165,7,6
139,17,1336945085,165,7,6
139,48,1336945117,165,7,6
139,17,1336947581,166,7,6
139,17,1336947590,166,7,6
139,17,1336947600,166,7,6
139,17,1336951667,167,7,6
139,17,1336951703,167,7,6
139,17,1336951718,167,7,6
139,1,1336951740,167,7,6
139,17,1336952250,167,7,6
139,17,1336952269,167,7,6
139,77,1336952382,167,7,6
139,77,1336957035,0,0,6
139,77,1336996620,11,2,6
139,17,1336996723,11,2,6
139,48,1336997145,12,2,6
139,17,1336998068,12,2,6
139,17,1336998079,12,2,6
139,1,1336998091,12,2,6
139,17,1336998100,12,2,6
139,17,1336998123,12,2,6
139,17,1336999173,12,2,6
139,59,1336999195,12,2,6
139,17,1336999206,12,2,6
139,17,1337002838,13,2,6
139,17,1337002849,13,2,6
139,17,1337030340,21,3,7
139,17,1337030478,21,3,7
139,17,1337041532,24,0,7
139,5,1337041546,24,0,7
139,17,1337041570,24,0,7
139,17,1337041599,24,0,7
139,24,1337041626,24,0,7
139,48,1337045756,25,0,7
139,77,1337045771,25,0,7
139,24,1337083749,36,2,7
139,48,1337083775,36,2,7
139,17,1337083799,36,2,7
139,17,1337083810,36,2,7
139,17,1337084624,36,2,7
139,17,1337084660,36,2,7
139,17,1337085859,36,2,7
139,17,1337085872,36,2,7
139,48,1337085882,36,2,7
139,59,1337085894,36,2,7
139,17,1337092665,38,2,7
139,17,1337092681,38,2,7
139,17,1337092691,38,2,7
139,17,1337108718,43,3,7
139,17,1337108753,43,3,7
139,5,1337108787,43,3,7
139,17,1337108822,43,3,7
139,17,1337108851,43,3,7
139,59,1337108910,43,3,7
139,5,1337108939,43,3,7
139,17,1337113123,44,3,7
139,197,1337113175,44,3,7
139,197,1337113209,44,3,7
139,1,1337119017,45,3,7
139,39,1337130400,49,0,7
139,77,1337130461,49,0,7
139,17,1337170302,60,2,7
139,17,1337170319,60,2,7
139,24,1337170334,60,2,7
139,1,1337170354,60,2,7
139,17,1337171878,60,2,7
139,17,1337175666,61,2,7
139,17,1337175685,61,2,7
139,13,1337175698,61,2,7
139,17,1337191029,65,3,7
139,59,1337192072,66,3,7
139,17,1337192305,66,3,7
139,17,1337193080,66,3,7
139,153,1337193092,66,3,7
139,153,1337193138,66,3,7
139,62,1337203902,69,3,7
139,153,1337203923,69,3,7
139,17,1337203967,69,3,7
139,17,1337218861,73,0,7
139,17,1337218911,73,0,7
139,17,1337218921,73,0,7
139,17,1337218931,73,0,7
139,17,1337218948,73,0,7
139,77,1337257003,84,2,7
139,48,1337257022,84,2,7
139,17,1337257063,84,2,7
139,24,1337257361,84,2,7
139,1,1337257371,84,2,7
139,17,1337257393,84,2,7
139,17,1337257426,84,2,7
139,17,1337258710,84,2,7
139,48,1337258766,84,2,7
139,59,1337258784,84,2,7
139,17,1337258876,84,2,7
139,17,1337259448,84,2,7
139,17,1337259471,84,2,7
139,13,1337268753,87,3,7
139,59,1337268821,87,3,7
139,59,1337269194,87,3,7
139,17,1337269404,87,3,7
139,17,1337269872,87,3,7
139,153,1337270247,87,3,7
139,62,1337270275,87,3,7
139,24,1337343395,108,2,7
139,77,1337343437,108,2,7
139,17,1337343453,108,2,7
139,17,1337343489,108,2,7
139,17,1337343504,108,2,7
139,17,1337343521,108,2,7
139,17,1337344736,108,2,7
139,59,1337345003,108,2,7
139,17,1337345012,108,2,7
139,17,1337346515,109,2,7
139,17,1337346526,109,2,7
139,17,1337356657,111,3,7
139,17,1337357361,112,3,7
139,17,1337357544,112,3,7
139,153,1337358033,112,3,7
139,17,1337381378,118,3,7
139,17,1337381465,118,3,7
139,17,1337381478,118,3,7
139,17,1337383381,119,3,7
139,17,1337383390,119,3,7
139,17,1337383423,119,3,7
139,17,1337457260,139,7,7
139,17,1337457429,139,7,7
139,17,1337457558,139,7,7
139,24,1337457569,139,7,7
139,17,1337457597,139,7,7
139,17,1337458226,140,7,7
139,17,1337458246,140,7,7
139,17,1337459135,140,7,7
139,17,1337460036,140,7,7
139,17,1337460272,140,7,7
139,17,1337460705,140,7,7
139,297,1337461102,140,7,7
139,77,1337602271,12,2,7
